language,predicate,English translation,predicate class,veridicality,conjoined with negation,conjoined with complement,projection through negation,neg-raising,likelihood,unlikelihood,equal likelihood,certainty,counter-certainty,uncertainty,preference,opposition,indifference,focus sensitivity,gradability wrt decl,ignorance/belief wrt int,gradability wrt int,Q-to-P veridicality,Q-to-P distributivity,P-to-Q distributivity
italian,essere content*,be happy,emotive factive,veridical,contradictory,redundant,projective,0,always,incompatible,incompatible,always,incompatible,incompatible,always,incompatible,incompatible,1,1,belief,1,1,1,1
italian,essere sorpres*,be surprised,emotive factive,veridical,contradictory,redundant,projective,0,always,incompatible,incompatible,always,incompatible,incompatible,compatible,compatible,compatible,1,1,belief,1,1,1,1
italian,rimpiangere/rammaricarsi,regret,emotive factive,veridical,contradictory,redundant,projective,0,always,incompatible,incompatible,always,incompatible,incompatible,incompatible,always,incompatible,1,1,,,,,
italian,chiedere ,ask,inquisitive,,,,,,,,,,,,,,,,,typically ignorance,undecided,,,
italian,essere curios*,be curious,inquisitive,,,,,,,,,,,,,,,,,ignorance,1,,,
italian,domandare,inquire,inquisitive,,,,,,,,,,,,,,,,,typically ignorance,undecided,,,
italian,indagare,investigate,inquisitive,,,,,,,,,,,,,,,,,ignorance,1,,,
italian,chiedersi,wonder,inquisitive,,,,,,,,,,,,,,,,,ignorance,undecided,,,
italian,vedere,see,perception,veridical,contradictory,redundant,projective,0,always,incompatible,incompatible,always,incompatible,incompatible,compatible,compatible,compatible,0,0,belief,0,1,1,1
italian,importare (qualcosa a qualcuno) ,care ,predicates of relevance,typically veridical,contradictory,redundant,projective,0,compatible,compatible,typically,always,incompatible,incompatible,compatible,compatible,incompatible,1,1,ignorance,1,0,0,0
italian,dimostrare ,prove ,ratification,typically veridical,contradictory,redundant,neither,0,always,incompatible,incompatible,always,incompatible,incompatible,compatible,compatible,compatible,0,0,belief,0,0,0,1
italian,dire,say,communication,typically veridical,neither,neither,neither,0,typically,compatible,compatible,typically,compatible,compatible,compatible,compatible,typically,0,0,belief,undecided,0,1,1
